'Carrera','Sede','Grupo_Familiar','Medio_Transporte','Tiempo_Traslado','Influencia_Cercania','Cursando_Actualmente','Nivel_Cursado','Nivel_Terminado','Tipo_Colegio','Tipo_Titulo','Pedira_Beca','OS_Mutual','Trabajo','Relacion_Trabajo_Carrera','Tipo_Trabajo','Rama_Trabajo','Formal_Informal','Permanente_Temporario','Cantidad_Horas_Trabajadas','Tipo_Horarios','Horario_Trabajo','Posibilidad_Cambiar_Horario','Busca_Trabajo','Cantidad_Grupo_Familiar','Instruccion_Madre','Instruccion_Padre','Conocimiento_Idioma','Conocimientos_Procesador_Texto','Conocimientos_Planilla_Calculo','Conocimientos_Internet','INGRESANTE','ESTADO 1-2015'
5,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ACTIVO'
3,1,'1-Sola/o','2-En colectivo de media distancia',90,'4-Mucho','6-Si','7-Terciario','8-Terciario','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',,'No contesta','No contesta','34-No',,,,'SI','ABANDONO'
51,1,'1-Mi grupo familiar','No contesta',10,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Técnico','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',2,'Primario Completo','Primario Completo','34-No','Intermedio','Bueno','Avanzado','SI','ACTIVO'
25,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
51,11,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
51,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
8,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
3,3,'1-Mi grupo familiar','2-A pie',20,'4-Nada','6-Si','7-Terciario','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',4,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ACTIVO'
43,6,'1-Mi grupo familiar','No contesta',,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Cuenta Propista','21-Comercio','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',,'Primario Incompleto','Primario Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
51,11,'1-Mi grupo familiar','2-En tren',,'No contesta','6-Si','7-Universitario','8-Universitario','9-Público','No contesta','16-No','17-Si','18-Si','19-Total','20-Patrón o Encargado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',4,'Medio o Polimodal Completo','Primario Completo','34-Si','Bueno','Intermedio','Bueno','SI','ABANDONO'
4,2,'1-Mi grupo familiar','2-A pie',20,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Primario Incompleto','Primario Incompleto','34-Si',,,'Intermedio','NO','ABANDONO'
48,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
26,2,'1-Sola/o','2-En colectivo de media distancia',60,'4-Poco','6-No','No aplica','8-Terciario','No contesta','No contesta','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','No contesta','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',,'Primario Incompleto','Primario Incompleto','34-No',,'Bueno',,'SI','ABANDONO'
51,1,'1-Mi grupo familiar','2-En colectivo de media distancia',120,'4-Nada','6-No','No aplica','8-Terciario','9-Privado','14-Técnico','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','No contesta','26-Tarde','27-Siempre que sea necesario','No aplica',1,'Primario Completo','No contesta','34-No','Bueno',,,'SI','ABANDONO'
10,1,'1-Mi grupo familiar','2-En colectivo de media distancia',90,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','No contesta','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','No contesta','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',3,'Primario Completo','Primario Completo','34-No','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
5,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ABANDONO'
51,11,'1-Mi grupo familiar','2-En bicicleta o moto',90,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Patrón o Encargado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',4,'Universitario Completo','Terciario Completo','34-Si','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
25,1,'1-Mi grupo familiar','No contesta',10,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Técnico','16-No','17-Si','18-Si','19-Total','20-Patrón o Encargado','21-Industrial','22-Formal','23-Permanente','24-Más de 48 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',4,'Primario Completo','Primario Completo','34-Si','Avanzado','Avanzado','Avanzado','SI','ACTIVO'
51,11,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En tren',60,'4-Nada','6-No','No aplica','8-Terciario','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','No contesta','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',3,'Primario Incompleto','Primario Incompleto','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
1,1,'1-Mi grupo familiar','2-En tren',30,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',3,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
6,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-No','No aplica','8-Terciario','No contesta','No contesta','16-Si','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',4,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',25,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
43,6,'1-Sola/o','No contesta',60,'4-Poco','6-No','No aplica','8-Medio/Polimodal','No contesta','No contesta','No contesta','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Permanente','24-Más de 48 horas','25-Rotativos','26-Noche','27-Sólo algunas veces','No aplica',2,'Primario Completo','No contesta','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
5,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',90,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Primario Completo','Medio o Polimodal Completo','34-No',,,,'SI','ABANDONO'
6,1,'1-Otro','2-En colectivo de larga distancia',80,'4-Poco','6-No','No aplica','8-Terciario','No contesta','No contesta','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Temporario','24-De 11 a 24 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',1,'Terciario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',4,'Primario Incompleto','Primario Completo','34-No','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-A pie',45,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
5,2,'1-Otro','2-En colectivo de larga distancia',70,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Patrón o Encargado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',2,'Primario Completo','Primario Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
4,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Mucho','6-No','No aplica','8-Terciario','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 11 a 24 horas','25-Rotativos','26-Tarde','27-Nunca','No aplica',4,'Primario Completo','Terciario Incompleto','34-No','Bueno','Bueno','Bueno','SI','ACTIVO'
3,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','14-Técnico','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',2,'Terciario Completo','Primario Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
43,6,'1-Compañeras/os o amigas/os','2-A pie',90,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','No contesta','14-Técnico','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',2,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Intermedio','Intermedio','Avanzado','NO','ABANDONO'
15,6,'1-Sola/o','2-En colectivo de corta distancia',20,'4-Mucho','6-No','No aplica','8-Terciario','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','No contesta','24-De 25 a 48 horas','No contesta','26-Tarde','No contesta','No aplica',2,'Universitario Incompleto','Universitario Incompleto','34-Si','Bueno','Intermedio','Intermedio','SI','ABANDONO'
5,1,'1-Mi grupo familiar','2-En tren',45,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',6,'Primario Incompleto','Primario Completo','34-Si','Bueno','Bueno',,'SI','ABANDONO'
27,3,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
3,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
5,3,'1-Mi grupo familiar','2-En bicicleta o moto',20,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','14-Técnico','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',5,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Avanzado','SI','ACTIVO'
51,1,'1-Mi grupo familiar','No contesta',15,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',3,'Primario Completo','Primario Incompleto','34-No','Intermedio','Intermedio',,'SI','ABANDONO'
3,2,'1-Mi grupo familiar','No contesta',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','No contesta','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',,'Primario Completo','Primario Completo','34-Si',,,,'SI','ABANDONO'
3,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
41,1,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-Si','7-Terciario','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Noche','27-Nunca','No aplica',6,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
27,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Otro (especificar)','16-No','17-Si','18-Si','19-Parcial','20-Patrón o Encargado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',3,'Primario Incompleto','Primario Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
51,11,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
1,1,'1-Mi grupo familiar','No contesta',15,'4-Poco','6-Si','7-Universitario','8-Terciario','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 11 a 24 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',2,'Medio o Polimodal Incompleto','Primario Incompleto','34-No','Bueno','Bueno','Avanzado','SI','ABANDONO'
5,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','No contesta','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','28-No',5,'No contesta','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
48,1,'1-Sola/o','2-En colectivo de corta distancia',20,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Medio o Polimodal Incompleto','Primario Completo','34-Si','Intermedio',,'Bueno','SI','ACTIVO'
5,2,'1-Sola/o','2-En colectivo de media distancia',60,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',,'Primario Incompleto','No contesta','34-No','Bueno','Bueno','Bueno','NO','ABANDONO'
16,2,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',4,'Medio o Polimodal Incompleto','Universitario Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
